continent,location,date,population,total_cases,new_cases,total_deaths,new_deaths
Asia,South Korea,2023-08-06,51815808,33534219.0,651129.0,35411.0,195.0
Asia,South Korea,2023-08-07,51815808,33534219.0,0.0,35411.0,0.0
Asia,South Korea,2023-08-08,51815808,33534219.0,0.0,35411.0,0.0
Asia,South Korea,2023-08-09,51815808,33534219.0,0.0,35411.0,0.0
Asia,South Korea,2023-08-10,51815808,33534219.0,0.0,35411.0,0.0
Asia,South Korea,2023-08-11,51815808,33534219.0,0.0,35411.0,0.0
Asia,South Korea,2023-08-12,51815808,33534219.0,0.0,35411.0,0.0
Asia,South Korea,2023-08-13,51815808,33615792.0,81573.0,35411.0,0.0
Asia,South Korea,2023-08-14,51815808,33615792.0,0.0,35411.0,0.0
Asia,South Korea,2023-08-15,51815808,33615792.0,0.0,35411.0,0.0
Asia,South Korea,2023-08-16,51815808,33615792.0,0.0,35411.0,0.0
Asia,South Korea,2023-08-17,51815808,33615792.0,0.0,35411.0,0.0
Asia,South Korea,2023-08-18,51815808,33615792.0,0.0,35411.0,0.0
Asia,South Korea,2023-08-19,51815808,33615792.0,0.0,35411.0,0.0
Asia,South Korea,2023-08-20,51815808,33897537.0,281745.0,35557.0,146.0
Asia,South Korea,2023-08-21,51815808,33897537.0,0.0,35557.0,0.0
Asia,South Korea,2023-08-22,51815808,33897537.0,0.0,35557.0,0.0
Asia,South Korea,2023-08-23,51815808,33897537.0,0.0,35557.0,0.0
Asia,South Korea,2023-08-24,51815808,33897537.0,0.0,35557.0,0.0
Asia,South Korea,2023-08-25,51815808,33897537.0,0.0,35557.0,0.0
Asia,South Korea,2023-08-26,51815808,33897537.0,0.0,35557.0,0.0
Asia,South Korea,2023-08-27,51815808,34179800.0,282263.0,35812.0,255.0
Asia,South Korea,2023-08-28,51815808,34179800.0,0.0,35812.0,0.0
Asia,South Korea,2023-08-29,51815808,34179800.0,0.0,35812.0,0.0
Asia,South Korea,2023-08-30,51815808,34179800.0,0.0,35812.0,0.0
Asia,South Korea,2023-08-31,51815808,34179800.0,0.0,35812.0,0.0
Asia,South Korea,2023-09-01,51815808,34179800.0,0.0,35812.0,0.0
Asia,South Korea,2023-09-02,51815808,34179800.0,0.0,35812.0,0.0
Asia,South Korea,2023-09-03,51815808,34436542.0,256742.0,35812.0,0.0
Asia,South Korea,2023-09-04,51815808,34436542.0,0.0,35812.0,0.0
Asia,South Korea,2023-09-05,51815808,34436542.0,0.0,35812.0,0.0
Asia,South Korea,2023-09-06,51815808,34436542.0,0.0,35812.0,0.0
Asia,South Korea,2023-09-07,51815808,34436542.0,0.0,35812.0,0.0
Asia,South Korea,2023-09-08,51815808,34436542.0,0.0,35812.0,0.0
Asia,South Korea,2023-09-09,51815808,34436542.0,0.0,35812.0,0.0
Asia,South Korea,2023-09-10,51815808,34571873.0,135331.0,35934.0,122.0
Asia,South Korea,2023-09-11,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2023-09-12,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2023-09-13,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2023-09-14,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2023-09-15,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2023-09-16,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2023-09-17,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2023-09-18,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2023-09-19,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2023-09-20,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2023-09-21,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2023-09-22,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2023-09-23,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2023-09-24,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2023-09-25,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2023-09-26,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2023-09-27,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2023-09-28,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2023-09-29,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2023-09-30,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2023-10-01,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2023-10-02,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2023-10-03,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2023-10-04,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2023-10-05,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2023-10-06,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2023-10-07,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2023-10-08,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2023-10-09,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2023-10-10,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2023-10-11,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2023-10-12,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2023-10-13,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2023-10-14,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2023-10-15,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2023-10-16,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2023-10-17,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2023-10-18,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2023-10-19,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2023-10-20,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2023-10-21,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2023-10-22,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2023-10-23,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2023-10-24,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2023-10-25,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2023-10-26,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2023-10-27,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2023-10-28,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2023-10-29,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2023-10-30,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2023-10-31,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2023-11-01,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2023-11-02,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2023-11-03,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2023-11-04,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2023-11-05,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2023-11-06,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2023-11-07,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2023-11-08,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2023-11-09,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2023-11-10,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2023-11-11,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2023-11-12,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2023-11-13,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2023-11-14,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2023-11-15,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2023-11-16,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2023-11-17,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2023-11-18,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2023-11-19,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2023-11-20,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2023-11-21,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2023-11-22,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2023-11-23,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2023-11-24,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2023-11-25,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2023-11-26,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2023-11-27,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2023-11-28,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2023-11-29,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2023-11-30,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2023-12-01,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2023-12-02,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2023-12-03,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2023-12-04,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2023-12-05,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2023-12-06,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2023-12-07,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2023-12-08,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2023-12-09,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2023-12-10,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2023-12-11,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2023-12-12,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2023-12-13,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2023-12-14,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2023-12-15,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2023-12-16,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2023-12-17,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2023-12-18,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2023-12-19,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2023-12-20,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2023-12-21,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2023-12-22,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2023-12-23,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2023-12-24,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2023-12-25,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2023-12-26,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2023-12-27,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2023-12-28,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2023-12-29,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2023-12-30,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2023-12-31,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2024-01-01,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2024-01-02,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2024-01-03,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2024-01-04,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2024-01-05,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2024-01-06,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2024-01-07,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2024-01-08,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2024-01-09,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2024-01-10,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2024-01-11,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2024-01-12,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2024-01-13,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2024-01-14,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2024-01-15,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2024-01-16,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2024-01-17,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2024-01-18,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2024-01-19,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2024-01-20,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2024-01-21,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2024-01-22,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2024-01-23,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2024-01-24,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2024-01-25,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2024-01-26,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2024-01-27,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2024-01-28,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2024-01-29,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2024-01-30,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2024-01-31,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2024-02-01,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2024-02-02,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2024-02-03,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2024-02-04,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2024-02-05,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2024-02-06,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2024-02-07,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2024-02-08,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2024-02-09,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2024-02-10,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2024-02-11,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2024-02-12,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2024-02-13,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2024-02-14,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2024-02-15,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2024-02-16,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2024-02-17,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2024-02-18,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2024-02-19,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2024-02-20,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2024-02-21,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2024-02-22,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2024-02-23,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2024-02-24,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2024-02-25,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2024-02-26,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2024-02-27,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2024-02-28,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2024-02-29,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2024-03-01,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2024-03-02,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2024-03-03,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2024-03-04,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2024-03-05,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2024-03-06,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2024-03-07,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2024-03-08,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2024-03-09,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2024-03-10,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2024-03-11,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2024-03-12,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2024-03-13,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2024-03-14,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2024-03-15,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2024-03-16,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2024-03-17,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2024-03-18,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2024-03-19,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2024-03-20,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2024-03-21,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2024-03-22,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2024-03-23,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2024-03-24,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2024-03-25,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2024-03-26,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2024-03-27,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2024-03-28,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2024-03-29,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2024-03-30,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2024-03-31,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2024-04-01,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2024-04-02,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2024-04-03,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2024-04-04,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2024-04-05,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2024-04-06,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2024-04-07,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2024-04-08,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2024-04-09,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2024-04-10,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2024-04-11,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2024-04-12,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2024-04-13,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2024-04-14,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2024-04-15,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2024-04-16,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2024-04-17,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2024-04-18,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2024-04-19,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2024-04-20,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2024-04-21,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2024-04-22,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2024-04-23,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2024-04-24,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2024-04-25,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2024-04-26,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2024-04-27,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2024-04-28,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2024-04-29,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2024-04-30,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2024-05-01,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2024-05-02,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2024-05-03,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2024-05-04,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2024-05-05,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2024-05-06,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2024-05-07,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2024-05-08,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2024-05-09,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2024-05-10,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2024-05-11,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2024-05-12,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2024-05-13,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2024-05-14,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2024-05-15,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2024-05-16,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2024-05-17,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2024-05-18,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2024-05-19,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2024-05-20,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2024-05-21,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2024-05-22,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2024-05-23,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2024-05-24,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2024-05-25,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2024-05-26,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2024-05-27,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2024-05-28,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2024-05-29,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2024-05-30,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2024-05-31,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2024-06-01,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2024-06-02,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2024-06-03,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2024-06-04,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2024-06-05,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2024-06-06,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2024-06-07,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2024-06-08,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2024-06-09,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2024-06-10,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2024-06-11,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2024-06-12,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2024-06-13,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2024-06-14,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2024-06-15,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2024-06-16,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2024-06-17,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2024-06-18,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2024-06-19,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2024-06-20,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2024-06-21,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2024-06-22,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2024-06-23,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2024-06-24,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2024-06-25,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2024-06-26,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2024-06-27,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2024-06-28,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2024-06-29,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2024-06-30,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2024-07-01,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2024-07-02,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2024-07-03,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2024-07-04,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2024-07-05,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2024-07-06,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2024-07-07,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2024-07-08,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2024-07-09,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2024-07-10,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2024-07-11,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2024-07-12,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2024-07-13,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2024-07-14,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2024-07-15,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2024-07-16,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2024-07-17,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2024-07-18,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2024-07-19,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2024-07-20,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2024-07-21,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2024-07-22,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2024-07-23,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2024-07-24,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2024-07-25,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2024-07-26,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2024-07-27,51815808,34571873.0,0.0,35934.0,0.0
Asia,South Korea,2024-07-28,51815808,34571873.0,0.0,35934.0,0.0
